"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","20","Delete exercise","LMS service","Sat Feb 28 13:51:10 UTC 2026","passed","Sat Feb 28 13:51:10 UTC 2026","Delete entity","Exercises","",""
"","17","Get file","LMS service","Sat Feb 28 13:51:12 UTC 2026","passed","Sat Feb 28 13:51:12 UTC 2026","Get entity","Files","",""
"","26","Create file","LMS service","Sat Feb 28 13:51:11 UTC 2026","passed","Sat Feb 28 13:51:11 UTC 2026","Create entity","Files","",""
"","28","Create exercise","LMS service","Sat Feb 28 13:51:09 UTC 2026","passed","Sat Feb 28 13:51:09 UTC 2026","Create entity","Exercises","",""
"","24","Get exercises","LMS service","Sat Feb 28 13:51:11 UTC 2026","passed","Sat Feb 28 13:51:11 UTC 2026","Get entities","Exercises","",""
"","558","Login with correct email and password","LMS service","Sat Feb 28 13:51:06 UTC 2026","passed","Sat Feb 28 13:51:06 UTC 2026","Login","Authentication","",""
"","536","Create user","LMS service","Sat Feb 28 13:51:14 UTC 2026","passed","Sat Feb 28 13:51:14 UTC 2026","Create entity","Users","",""
"","300","Update course","LMS service","Sat Feb 28 13:51:07 UTC 2026","passed","Sat Feb 28 13:51:07 UTC 2026","Update entity","Courses","",""
"","538","Create user","LMS service","Sat Feb 28 13:51:14 UTC 2026","passed","Sat Feb 28 13:51:15 UTC 2026","Create entity","Users","",""
"","294","Get file with incorrect file id","LMS service","Sat Feb 28 13:51:14 UTC 2026","passed","Sat Feb 28 13:51:15 UTC 2026","Validate entity","Files","",""
"","21","Delete file","LMS service","Sat Feb 28 13:51:12 UTC 2026","passed","Sat Feb 28 13:51:12 UTC 2026","Delete entity","Files","",""
"","58","Get exercise","LMS service","Sat Feb 28 13:51:10 UTC 2026","passed","Sat Feb 28 13:51:10 UTC 2026","Get entity","Exercises","",""
"","261","Create file with empty filename","LMS service","Sat Feb 28 13:51:13 UTC 2026","passed","Sat Feb 28 13:51:13 UTC 2026","Validate entity","Files","",""
"","554","Create user","LMS service","Sat Feb 28 13:51:15 UTC 2026","passed","Sat Feb 28 13:51:15 UTC 2026","Create entity","Users","",""
"","30","Get courses","LMS service","Sat Feb 28 13:51:07 UTC 2026","passed","Sat Feb 28 13:51:07 UTC 2026","Get entities","Courses","",""
"","18","Create file with empty directory","LMS service","Sat Feb 28 13:51:14 UTC 2026","passed","Sat Feb 28 13:51:14 UTC 2026","Validate entity","Files","",""
"","14","Get user me","LMS service","Sat Feb 28 13:51:16 UTC 2026","passed","Sat Feb 28 13:51:16 UTC 2026","Get entity","Users","",""
"","22","Update exercise","LMS service","Sat Feb 28 13:51:09 UTC 2026","passed","Sat Feb 28 13:51:09 UTC 2026","Update entity","Exercises","",""
"","29","Create course","LMS service","Sat Feb 28 13:51:07 UTC 2026","passed","Sat Feb 28 13:51:07 UTC 2026","Create entity","Courses","",""
